"SEER_registry","countyfips","geoid10","no2_annual","year","no2_iqr","no2_per10","ozone_annual","ozone_iqr","ozone_per10","pm25_annual","pm25_iqr","pm25_iqr_noakhi","pm25_per10","num_perims","parea_perims","tract_cty_pop","numwf_3cat","numwf_3cat_noakhi","numwf_4cat","numwf_4cat_noakhi","numwf_5cat","numwf_5cat_noakhi","areawf_3cat","areawf_3cat_noakhi","areawf_4cat","areawf_4cat_noakhi","areawf_5cat","areawf_5cat_noakhi","popwf_3cat","popwf_3cat_noakhi","popwf_4cat","popwf_4cat_noakhi","popwf_5cat","popwf_5cat_noakhi","urban","hs_edu","poverty_150","unemploy","medhouseinc","samehouse2000","samehouse2018_22","samehouse_2013_17","samehouse_2008_12","obesity","DIABETES","StateAbbr","LocationName","SLEEP","ACCESS2","BINGE","LPA","CSMOKING","DEPRESSION","DISABILITY","check"
"Greater Georgia",13065,13065,12.166365242,2002,1.5241634086,1.2166365242,38.55218481,9.2404712315,3.855218481,11.414930551,3.680731786,3.7907047208,1.1414930551,2,0.0121896918,0.2293321565,2,2,2,2,3,3,2,2,3,3,4,4,2,2,2,2,3,3,0,26.42,37.08,4.19,26760,57.91,93.42,86.6,89.22,42.1,16.2,"GA","Clinch",39.5,24.6,13.6,37,27.4,24.4,42.5,NA
"Greater Georgia",13065,13065,8.6907793919,2003,0.9858410855,0.8690779392,37.401595953,12.078641243,3.7401595953,10.897291043,3.0427006072,3.0916561907,1.0897291043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.42,37.08,4.19,26760,57.91,93.42,86.6,89.22,42.1,16.2,"GA","Clinch",39.5,24.6,13.6,37,27.4,24.4,42.5,NA
"Greater Georgia",13065,13065,15.364621166,2004,2.2925158808,1.5364621166,39.567595838,9.1469160347,3.9567595838,11.977136773,3.255111032,3.325359846,1.1977136773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.42,37.08,4.19,26760,57.91,93.42,86.6,89.22,42.1,16.2,"GA","Clinch",39.5,24.6,13.6,37,27.4,24.4,42.5,NA
"Greater Georgia",13065,13065,9.5376640865,2005,1.5234269706,0.9537664086,39.674348579,10.200051444,3.9674348579,12.039539334,2.8459579408,2.9377575249,1.2039539334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.42,37.08,4.19,26760,57.91,93.42,86.6,89.22,42.1,16.2,"GA","Clinch",39.5,24.6,13.6,37,27.4,24.4,42.5,NA
"Greater Georgia",13065,13065,9.2993498613,2006,1.5225991303,0.9299349861,42.125206133,8.0973679527,4.2125206133,11.747721411,2.9775020941,2.999724179,1.1747721411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.22,43.16,3.66,31960,57.91,93.42,86.6,89.22,42.1,16.2,"GA","Clinch",39.5,24.6,13.6,37,27.4,24.4,42.5,NA
"Greater Georgia",13065,13065,9.4937449725,2007,2.3695206103,0.9493744973,41.247951574,6.8223212717,4.1247951574,15.321574854,4.1677376961,4.3158601088,1.5321574854,2,0.0689996321,0.2293321565,2,2,2,2,3,3,2,2,3,3,4,4,2,2,2,2,3,3,0,33.22,43.16,3.66,31960,57.91,93.42,86.6,89.22,42.1,16.2,"GA","Clinch",39.5,24.6,13.6,37,27.4,24.4,42.5,NA
"Greater Georgia",13065,13065,9.0647897725,2008,2.219515212,0.9064789772,39.035725243,7.6451442882,3.9035725243,10.150649482,4.3739796331,4.4428482019,1.0150649482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.22,43.16,3.66,31960,57.91,93.42,86.6,89.22,42.1,16.2,"GA","Clinch",39.5,24.6,13.6,37,27.4,24.4,42.5,NA
"Greater Georgia",13065,13065,9.0489382053,2009,1.9011647682,0.9048938205,37.294865803,15.697632666,3.7294865803,9.0706031345,5.313272213,5.4725033345,0.9070603134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.69,44.67,5.83,33140,57.91,93.42,86.6,89.22,42.1,16.2,"GA","Clinch",39.5,24.6,13.6,37,27.4,24.4,42.5,NA
"Greater Georgia",13065,13065,11.364303114,2010,2.6713117779,1.1364303114,39.325977342,11.190150994,3.9325977342,9.4324036041,4.3941624262,4.6194687408,0.9432403604,1,0.0029261749,0.7706678435,1,1,1,1,1,1,2,2,2,2,3,3,2,2,3,3,4,4,0,31.5,36.15,7.5,33970,57.91,93.42,86.6,89.22,42.1,16.2,"GA","Clinch",39.5,24.6,13.6,37,27.4,24.4,42.5,NA
"Greater Georgia",13065,13065,14.86016044,2011,3.6457522244,1.486016044,39.600256174,10.668676291,3.9600256174,9.8621174664,4.9544180712,5.1632590103,0.9862117466,3,0.0855404475,1,2,2,2,2,3,3,2,2,3,3,4,4,2,2,3,3,4,4,0,30.55,40.92,11.81,30350,57.91,93.42,86.6,89.22,42.1,16.2,"GA","Clinch",39.5,24.6,13.6,37,27.4,24.4,42.5,NA
"Greater Georgia",13065,13065,11.371745584,2012,3.1597317314,1.1371745584,36.396894448,12.595988392,3.6396894448,8.0896666727,6.2500394392,6.3715877798,0.8089666673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.24,44.16,9.17,29130,57.91,93.42,86.6,89.22,42.1,16.2,"GA","Clinch",39.5,24.6,13.6,37,27.4,24.4,42.5,NA
"Greater Georgia",13065,13065,9.3555637585,2013,1.7963712067,0.9355563758,35.220379268,15.806218772,3.5220379268,7.42063886,6.9595244334,7.1724949222,0.742063886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.79,45.45,10.75,24020,57.91,93.42,86.6,89.22,42.1,16.2,"GA","Clinch",39.5,24.6,13.6,37,27.4,24.4,42.5,NA
"Greater Georgia",13065,13065,6.135248291,2014,1.081774847,0.6135248291,36.790312651,14.275347441,3.6790312651,7.7191112014,5.2367441702,5.5278143029,0.7719111201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.79,45.89,11.27,24850,57.91,93.42,86.6,89.22,42.1,16.2,"GA","Clinch",39.5,24.6,13.6,37,27.4,24.4,42.5,NA
"Greater Georgia",13065,13065,12.445635833,2015,3.0171160121,1.2445635833,35.676247212,13.794419799,3.5676247212,6.6944406581,5.0325157435,5.1073114492,0.6694440658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.4,52.9,9.12,21840,57.91,93.42,86.6,89.22,42.1,16.2,"GA","Clinch",39.5,24.6,13.6,37,27.4,24.4,42.5,NA
"Greater Georgia",13065,13065,11.554660473,2016,2.8193517088,1.1554660473,37.168480265,8.312692456,3.7168480265,6.6232424435,3.6014158073,3.7599083233,0.6623242443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.08,52.85,6.62,25240,57.91,93.42,86.6,89.22,42.1,16.2,"GA","Clinch",39.5,24.6,13.6,37,27.4,24.4,42.5,NA
"Greater Georgia",13065,13065,11.554660473,2017,2.8193517088,1.1554660473,37.168480265,8.312692456,3.7168480265,7.3389788778,5.0578702781,5.1358081047,0.7338978878,1,0.0371798756,0.2293321565,1,1,1,1,1,1,2,2,3,3,4,4,2,2,3,3,3,3,0,35.25,53.75,5.98,27660,57.91,93.42,86.6,89.22,42.1,16.2,"GA","Clinch",39.5,24.6,13.6,37,27.4,24.4,42.5,NA
"Greater Georgia",13065,13065,11.554660473,2018,2.8193517088,1.1554660473,37.168480265,8.312692456,3.7168480265,6.2501311432,6.3410587553,6.410812386,0.6250131143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.02,50.63,3.76,38840,57.91,93.42,86.6,89.22,42.1,16.2,"GA","Clinch",39.5,24.6,13.6,37,27.4,24.4,42.5,NA
"Greater Georgia",13065,13065,11.554660473,2019,2.8193517088,1.1554660473,37.168480265,8.312692456,3.7168480265,6.9815168338,5.7484553426,5.8705410158,0.6981516834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.12,49.62,5.14,47750,57.91,93.42,86.6,89.22,42.1,16.2,"GA","Clinch",39.5,24.6,13.6,37,27.4,24.4,42.5,NA
"Greater Georgia",13065,13065,11.554660473,2020,2.8193517088,1.1554660473,37.168480265,8.312692456,3.7168480265,6.5041892681,6.6317557318,6.774159861,0.6504189268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.12,49.62,5.14,47750,57.91,93.42,86.6,89.22,42.1,16.2,"GA","Clinch",39.5,24.6,13.6,37,27.4,24.4,42.5,NA
"Greater Georgia",13065,13065,11.554660473,2021,2.8193517088,1.1554660473,37.168480265,8.312692456,3.7168480265,6.7378072497,7.6952898405,7.781723963,0.673780725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.12,49.62,5.14,47750,57.91,93.42,86.6,89.22,42.1,16.2,"GA","Clinch",39.5,24.6,13.6,37,27.4,24.4,42.5,NA
"Atlanta (Metropolitan)",13067,13067,35.055615838,2000,4.751300372,3.5055615838,46.212745791,6.3437930272,4.6212745791,17.934557833,3.4822263026,3.5341401394,1.7934557833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68.04,11.34,3.83,58290,43.85,85.25,82.57,81.55,29.8,9.4,"GA","Cobb",34.7,13.1,15.2,20.5,11.9,17.2,23.3,NA
"Atlanta (Metropolitan)",13067,13067,34.368641015,2001,5.0494937562,3.4368641015,43.786872427,8.3430461329,4.3786872427,16.181340742,3.6371932712,3.639595123,1.6181340742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68.04,11.34,3.83,58290,43.85,85.25,82.57,81.55,29.8,9.4,"GA","Cobb",34.7,13.1,15.2,20.5,11.9,17.2,23.3,NA
"Atlanta (Metropolitan)",13067,13067,29.903137083,2002,3.746169578,2.9903137083,42.103037172,10.091565645,4.2103037172,15.172082053,4.8922211503,5.0383909745,1.5172082053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68.04,11.34,3.83,58290,43.85,85.25,82.57,81.55,29.8,9.4,"GA","Cobb",34.7,13.1,15.2,20.5,11.9,17.2,23.3,NA
"Atlanta (Metropolitan)",13067,13067,28.527693388,2003,3.2360471885,2.8527693388,40.34840946,13.030298579,4.034840946,14.301017112,3.9930761945,4.0573228623,1.4301017112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68.04,11.34,3.83,58290,43.85,85.25,82.57,81.55,29.8,9.4,"GA","Cobb",34.7,13.1,15.2,20.5,11.9,17.2,23.3,NA
"Atlanta (Metropolitan)",13067,13067,26.531835555,2004,3.9587474171,2.6531835555,40.970827081,9.4713036576,4.0970827081,14.76266929,4.0121548731,4.0987415113,1.476266929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68.04,11.34,3.83,58290,43.85,85.25,82.57,81.55,29.8,9.4,"GA","Cobb",34.7,13.1,15.2,20.5,11.9,17.2,23.3,NA
"Atlanta (Metropolitan)",13067,13067,27.206674348,2005,4.3456533072,2.7206674348,43.10621016,11.082363717,4.310621016,15.477771893,3.6587020983,3.7767176622,1.5477771893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68.04,11.34,3.83,58290,43.85,85.25,82.57,81.55,29.8,9.4,"GA","Cobb",34.7,13.1,15.2,20.5,11.9,17.2,23.3,NA
"Atlanta (Metropolitan)",13067,13067,27.410321451,2006,4.4879407942,2.7410321451,45.541333329,8.7540208554,4.5541333329,15.32178998,3.883362582,3.9123454039,1.532178998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.79,17.77,7.22,65520,43.85,85.25,82.57,81.55,29.8,9.4,"GA","Cobb",34.7,13.1,15.2,20.5,11.9,17.2,23.3,NA
"Atlanta (Metropolitan)",13067,13067,25.346921776,2007,6.3262762724,2.5346921776,45.731012366,7.5638097538,4.5731012366,14.756993668,4.0141616888,4.1568259728,1.4756993668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.79,17.77,7.22,65520,43.85,85.25,82.57,81.55,29.8,9.4,"GA","Cobb",34.7,13.1,15.2,20.5,11.9,17.2,23.3,NA
"Atlanta (Metropolitan)",13067,13067,23.646906892,2008,5.789948899,2.3646906892,42.432706541,8.3104428579,4.2432706541,12.511996828,5.3914992719,5.4763887479,1.2511996828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.79,17.77,7.22,65520,43.85,85.25,82.57,81.55,29.8,9.4,"GA","Cobb",34.7,13.1,15.2,20.5,11.9,17.2,23.3,NA
"Atlanta (Metropolitan)",13067,13067,17.44014145,2009,3.6641406677,1.744014145,38.176087335,16.068544093,3.8176087335,10.431579448,6.1104890595,6.2936116226,1.0431579448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70.26,18.91,8.48,65420,43.85,85.25,82.57,81.55,29.8,9.4,"GA","Cobb",34.7,13.1,15.2,20.5,11.9,17.2,23.3,NA
"Atlanta (Metropolitan)",13067,13067,19.754904422,2010,4.6436203193,1.9754904422,41.840877272,11.905762197,4.1840877272,11.715757651,5.4578815989,5.7377290577,1.1715757651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70.98,19.82,9.18,65180,43.85,85.25,82.57,81.55,29.8,9.4,"GA","Cobb",34.7,13.1,15.2,20.5,11.9,17.2,23.3,NA
"Atlanta (Metropolitan)",13067,13067,21.976481307,2011,5.3916514517,2.1976481307,41.913498006,11.291885095,4.1913498006,11.304175386,5.6788626786,5.9182407442,1.1304175386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71.11,20.79,9.69,63920,43.85,85.25,82.57,81.55,29.8,9.4,"GA","Cobb",34.7,13.1,15.2,20.5,11.9,17.2,23.3,NA
"Atlanta (Metropolitan)",13067,13067,19.782364854,2012,5.4966905026,1.9782364854,40.187457498,13.907800537,4.0187457498,9.6946935552,7.4900758613,7.6357399488,0.9694693555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71.47,20.82,9.09,64660,43.85,85.25,82.57,81.55,29.8,9.4,"GA","Cobb",34.7,13.1,15.2,20.5,11.9,17.2,23.3,NA
"Atlanta (Metropolitan)",13067,13067,16.753790948,2013,3.2169122503,1.6753790948,37.035156687,16.620655457,3.7035156687,9.2580861968,8.682793801,8.9484985711,0.9258086197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71.52,20.29,8.01,65870,43.85,85.25,82.57,81.55,29.8,9.4,"GA","Cobb",34.7,13.1,15.2,20.5,11.9,17.2,23.3,NA
"Atlanta (Metropolitan)",13067,13067,18.785996186,2014,3.3123709402,1.8785996186,38.417229616,14.90662245,3.8417229616,9.413572699,6.386288611,6.7412530341,0.9413572699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72.16,19.67,6.78,68820,43.85,85.25,82.57,81.55,29.8,9.4,"GA","Cobb",34.7,13.1,15.2,20.5,11.9,17.2,23.3,NA
"Atlanta (Metropolitan)",13067,13067,19.287012833,2015,4.6756273464,1.9287012833,37.356370334,14.444048767,3.7356370334,8.6007656852,6.4655870337,6.5616817445,0.8600765685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72.3,18.69,5.95,72000,43.85,85.25,82.57,81.55,29.8,9.4,"GA","Cobb",34.7,13.1,15.2,20.5,11.9,17.2,23.3,NA
"Atlanta (Metropolitan)",13067,13067,19.21474305,2016,4.6884215058,1.921474305,41.580269546,9.2993845998,4.1580269546,8.9652274638,4.874879967,5.089415592,0.8965227464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73.05,17.4,5,75150,43.85,85.25,82.57,81.55,29.8,9.4,"GA","Cobb",34.7,13.1,15.2,20.5,11.9,17.2,23.3,NA
"Atlanta (Metropolitan)",13067,13067,19.21474305,2017,4.6884215058,1.921474305,41.580269546,9.2993845998,4.1580269546,8.798996681,6.0640839184,6.1575267105,0.8798996681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73.58,16.64,4.41,77930,43.85,85.25,82.57,81.55,29.8,9.4,"GA","Cobb",34.7,13.1,15.2,20.5,11.9,17.2,23.3,NA
"Atlanta (Metropolitan)",13067,13067,19.21474305,2018,4.6884215058,1.921474305,41.580269546,9.2993845998,4.1580269546,7.5113318689,7.6206075712,7.7044366393,0.7511331869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74.2,15.54,4.78,80830,43.85,85.25,82.57,81.55,29.8,9.4,"GA","Cobb",34.7,13.1,15.2,20.5,11.9,17.2,23.3,NA
"Atlanta (Metropolitan)",13067,13067,19.21474305,2019,4.6884215058,1.921474305,41.580269546,9.2993845998,4.1580269546,8.434019654,6.9444200299,7.0919055966,0.8434019654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74.76,14.94,4.92,86010,43.85,85.25,82.57,81.55,29.8,9.4,"GA","Cobb",34.7,13.1,15.2,20.5,11.9,17.2,23.3,NA
"Atlanta (Metropolitan)",13067,13067,19.21474305,2020,4.6884215058,1.921474305,41.580269546,9.2993845998,4.1580269546,7.2102008751,7.3516143227,7.509476023,0.7210200875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74.76,14.94,4.92,86010,43.85,85.25,82.57,81.55,29.8,9.4,"GA","Cobb",34.7,13.1,15.2,20.5,11.9,17.2,23.3,NA
"Atlanta (Metropolitan)",13067,13067,19.21474305,2021,4.6884215058,1.921474305,41.580269546,9.2993845998,4.1580269546,8.5184811879,9.7290081642,9.8382851767,0.8518481188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74.76,14.94,4.92,86010,43.85,85.25,82.57,81.55,29.8,9.4,"GA","Cobb",34.7,13.1,15.2,20.5,11.9,17.2,23.3,NA
"Greater Georgia",13069,13069,13.561508887,2000,1.8380736062,1.3561508887,44.080881158,6.0511441537,4.4080881158,15.027705428,2.9178233218,2.9613229081,1.5027705428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.87,30.38,6.36,30710,54.63,91.88,90.52,87.21,42.5,14.6,"GA","Coffee",38.1,22.6,14.3,33.4,22.5,22.3,37.9,NA
"Greater Georgia",13069,13069,10.954911527,2001,1.609512501,1.0954911527,41.059642516,7.8234062569,4.1059642516,12.507731926,2.8114504925,2.813307058,1.2507731926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.87,30.38,6.36,30710,54.63,91.88,90.52,87.21,42.5,14.6,"GA","Coffee",38.1,22.6,14.3,33.4,22.5,22.3,37.9,NA
"Greater Georgia",13069,13069,7.7651042682,2002,0.9727874804,0.7765104268,39.786239707,9.5362585866,3.9786239707,12.018440632,3.8753329468,3.9911201767,1.2018440632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.87,30.38,6.36,30710,54.63,91.88,90.52,87.21,42.5,14.6,"GA","Coffee",38.1,22.6,14.3,33.4,22.5,22.3,37.9,NA
"Greater Georgia",13069,13069,7.9039900999,2003,0.8965914136,0.79039901,38.4981621,12.432771295,3.84981621,11.838297869,3.3054449928,3.3586280067,1.1838297869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.87,30.38,6.36,30710,54.63,91.88,90.52,87.21,42.5,14.6,"GA","Coffee",38.1,22.6,14.3,33.4,22.5,22.3,37.9,NA
"Greater Georgia",13069,13069,10.397321597,2004,1.5513577993,1.0397321597,40.428864309,9.3460170977,4.0428864309,12.805966349,3.4803678983,3.5554779989,1.2805966349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.87,30.38,6.36,30710,54.63,91.88,90.52,87.21,42.5,14.6,"GA","Coffee",38.1,22.6,14.3,33.4,22.5,22.3,37.9,NA
"Greater Georgia",13069,13069,9.5289491533,2005,1.5220349563,0.9528949153,40.687191278,10.460447595,4.0687191278,13.488836103,3.1885489265,3.2913991694,1.3488836103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.87,30.38,6.36,30710,54.63,91.88,90.52,87.21,42.5,14.6,"GA","Coffee",38.1,22.6,14.3,33.4,22.5,22.3,37.9,NA
"Greater Georgia",13069,13069,8.6868986503,2006,1.4223214017,0.868689865,42.834663101,8.2337407955,4.2834663101,13.150583561,3.3330625338,3.357938284,1.3150583561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.21,32.95,8.14,35200,54.63,91.88,90.52,87.21,42.5,14.6,"GA","Coffee",38.1,22.6,14.3,33.4,22.5,22.3,37.9,NA
"Greater Georgia",13069,13069,7.3102117655,2007,1.8245378925,0.7310211765,42.481845973,7.0264047155,4.2481845973,13.834560987,3.7632437843,3.8969903849,1.3834560987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.21,32.95,8.14,35200,54.63,91.88,90.52,87.21,42.5,14.6,"GA","Coffee",38.1,22.6,14.3,33.4,22.5,22.3,37.9,NA
"Greater Georgia",13069,13069,8.1305883503,2008,1.9907758458,0.813058835,40.444905761,7.9211322024,4.0444905761,10.523599507,4.5346861786,4.6060850816,1.0523599507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.21,32.95,8.14,35200,54.63,91.88,90.52,87.21,42.5,14.6,"GA","Coffee",38.1,22.6,14.3,33.4,22.5,22.3,37.9,NA
"Greater Georgia",13069,13069,6.011723858,2009,1.2630517897,0.6011723858,37.963511363,15.979069592,3.7963511363,9.6165969251,5.6330980937,5.8019139367,0.9616596925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.68,36.5,8.08,34330,54.63,91.88,90.52,87.21,42.5,14.6,"GA","Coffee",38.1,22.6,14.3,33.4,22.5,22.3,37.9,NA
"Greater Georgia",13069,13069,9.1641805224,2010,2.1541473436,0.9164180522,40.663341622,11.570696101,4.0663341622,10.277157193,4.7876978003,5.0331822504,1.0277157193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.67,36.81,10.15,35580,54.63,91.88,90.52,87.21,42.5,14.6,"GA","Coffee",38.1,22.6,14.3,33.4,22.5,22.3,37.9,NA
"Greater Georgia",13069,13069,11.392784022,2011,2.7950753196,1.1392784022,40.868308652,11.01030139,4.0868308652,10.332760071,5.190854134,5.4096614361,1.0332760071,1,0.0031143551,0.1766455756,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,0,36.84,36.8,10.47,35690,54.63,91.88,90.52,87.21,42.5,14.6,"GA","Coffee",38.1,22.6,14.3,33.4,22.5,22.3,37.9,NA
"Greater Georgia",13069,13069,10.350728873,2012,2.8760339581,1.0350728873,38.151400414,13.203175821,3.8151400414,8.7046304131,6.7251576099,6.8559458642,0.8704630413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.41,39.45,10.58,34520,54.63,91.88,90.52,87.21,42.5,14.6,"GA","Coffee",38.1,22.6,14.3,33.4,22.5,22.3,37.9,NA
"Greater Georgia",13069,13069,7.6846500208,2013,1.4755373794,0.7684650021,36.35531878,16.315557474,3.635531878,7.7754428323,7.2922810816,7.5154343561,0.7775442832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.33,41.11,8.32,33970,54.63,91.88,90.52,87.21,42.5,14.6,"GA","Coffee",38.1,22.6,14.3,33.4,22.5,22.3,37.9,NA
"Greater Georgia",13069,13069,4.6332917822,2014,0.8169479492,0.4633291782,37.778340009,14.65872102,3.7778340009,8.3161247234,5.6417658105,5.9553479657,0.8316124723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2,39.55,7.27,34540,54.63,91.88,90.52,87.21,42.5,14.6,"GA","Coffee",38.1,22.6,14.3,33.4,22.5,22.3,37.9,NA
"Greater Georgia",13069,13069,10.453499334,2015,2.5341750832,1.0453499334,36.861155856,14.252571329,3.6861155856,7.0203235448,5.2774967422,5.3559334751,0.7020323545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.19,36.5,5.67,36570,54.63,91.88,90.52,87.21,42.5,14.6,"GA","Coffee",38.1,22.6,14.3,33.4,22.5,22.3,37.9,NA
"Greater Georgia",13069,13069,7.2032949282,2016,1.7576130353,0.7203294928,38.546547009,8.6208956688,3.8546547009,7.0357523111,3.8257197748,3.9940835476,0.7035752311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.79,34.82,4.6,38270,54.63,91.88,90.52,87.21,42.5,14.6,"GA","Coffee",38.1,22.6,14.3,33.4,22.5,22.3,37.9,NA
"Greater Georgia",13069,13069,7.2032949282,2017,1.7576130353,0.7203294928,38.546547009,8.6208956688,3.8546547009,7.1897977818,4.9550577965,5.0314113631,0.7189797782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.52,35.1,3.96,40860,54.63,91.88,90.52,87.21,42.5,14.6,"GA","Coffee",38.1,22.6,14.3,33.4,22.5,22.3,37.9,NA
"Greater Georgia",13069,13069,7.2032949282,2018,1.7576130353,0.7203294928,38.546547009,8.6208956688,3.8546547009,6.3127123452,6.4045503956,6.4750024542,0.6312712345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.23,34.17,4.16,42530,54.63,91.88,90.52,87.21,42.5,14.6,"GA","Coffee",38.1,22.6,14.3,33.4,22.5,22.3,37.9,NA
"Greater Georgia",13069,13069,7.2032949282,2019,1.7576130353,0.7203294928,38.546547009,8.6208956688,3.8546547009,7.1369932166,5.8764717987,6.0012762849,0.7136993217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.02,36.37,4.17,44450,54.63,91.88,90.52,87.21,42.5,14.6,"GA","Coffee",38.1,22.6,14.3,33.4,22.5,22.3,37.9,NA
"Greater Georgia",13069,13069,7.2032949282,2020,1.7576130353,0.7203294928,38.546547009,8.6208956688,3.8546547009,6.4505854788,6.5771006131,6.7183311293,0.6450585479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.02,36.37,4.17,44450,54.63,91.88,90.52,87.21,42.5,14.6,"GA","Coffee",38.1,22.6,14.3,33.4,22.5,22.3,37.9,NA
"Greater Georgia",13069,13069,7.2032949282,2021,1.7576130353,0.7203294928,38.546547009,8.6208956688,3.8546547009,7.2937879622,8.3302787277,8.4238450972,0.7293787962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.02,36.37,4.17,44450,54.63,91.88,90.52,87.21,42.5,14.6,"GA","Coffee",38.1,22.6,14.3,33.4,22.5,22.3,37.9,NA
