"SEER_registry","countyfips","geoid10","no2_annual","year","no2_iqr","no2_per10","ozone_annual","ozone_iqr","ozone_per10","pm25_annual","pm25_iqr","pm25_iqr_noakhi","pm25_per10","num_perims","parea_perims","tract_cty_pop","numwf_3cat","numwf_3cat_noakhi","numwf_4cat","numwf_4cat_noakhi","numwf_5cat","numwf_5cat_noakhi","areawf_3cat","areawf_3cat_noakhi","areawf_4cat","areawf_4cat_noakhi","areawf_5cat","areawf_5cat_noakhi","popwf_3cat","popwf_3cat_noakhi","popwf_4cat","popwf_4cat_noakhi","popwf_5cat","popwf_5cat_noakhi","urban","hs_edu","poverty_150","unemploy","medhouseinc","samehouse2000","samehouse2018_22","samehouse_2013_17","samehouse_2008_12","obesity","DIABETES","StateAbbr","LocationName","SLEEP","ACCESS2","BINGE","LPA","CSMOKING","DEPRESSION","DISABILITY","check"
"San Francisco-Oakland SMSA",6001,6001,24.471244926,2000,3.3167363443,2.4471244926,30.750222178,4.2211957264,3.0750222178,10.13133115,1.9671289439,1.9964553582,1.013133115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63.31,17.71,5.5,55950,50.78,87.54,86.54,84.17,24.8,9.4,"CA","Alameda",29.9,7.3,14.8,18.2,9.2,16,21.9,NA
"San Francisco-Oakland SMSA",6001,6001,24.463727883,2001,3.5942486391,2.4463727883,31.469099446,5.9960470774,3.1469099446,10.40843261,2.3395762846,2.3411212439,1.040843261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63.31,17.71,5.5,55950,50.78,87.54,86.54,84.17,24.8,9.4,"CA","Alameda",29.9,7.3,14.8,18.2,9.2,16,21.9,NA
"San Francisco-Oakland SMSA",6001,6001,25.787042301,2002,3.2305183602,2.5787042301,33.903436136,8.1262249548,3.3903436136,12.101266101,3.9020399282,4.0186251096,1.2101266101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63.31,17.71,5.5,55950,50.78,87.54,86.54,84.17,24.8,9.4,"CA","Alameda",29.9,7.3,14.8,18.2,9.2,16,21.9,NA
"San Francisco-Oakland SMSA",6001,6001,23.114787082,2003,2.6220325889,2.3114787082,33.396397053,10.785184123,3.3396397053,9.0487708546,2.5265637546,2.5672149454,0.9048770855,1,0.0073420086,0.0046885625,1,1,1,1,1,1,2,2,3,3,3,3,1,1,1,1,1,1,1,63.31,17.71,5.5,55950,50.78,87.54,86.54,84.17,24.8,9.4,"CA","Alameda",29.9,7.3,14.8,18.2,9.2,16,21.9,NA
"San Francisco-Oakland SMSA",6001,6001,20.170560462,2004,3.0095978081,2.0170560462,32.290451994,7.464644916,3.2290451994,9.835061266,2.6729440462,2.7306290675,0.9835061266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63.31,17.71,5.5,55950,50.78,87.54,86.54,84.17,24.8,9.4,"CA","Alameda",29.9,7.3,14.8,18.2,9.2,16,21.9,NA
"San Francisco-Oakland SMSA",6001,6001,18.882039171,2005,3.0159803775,1.8882039171,31.278011101,8.0414003943,3.1278011101,9.6238047524,2.2749162402,2.34829623,0.9623804752,1,0.007770544,0.0046885625,1,1,1,1,1,1,2,2,3,3,4,4,1,1,1,1,1,1,1,63.31,17.71,5.5,55950,50.78,87.54,86.54,84.17,24.8,9.4,"CA","Alameda",29.9,7.3,14.8,18.2,9.2,16,21.9,NA
"San Francisco-Oakland SMSA",6001,6001,19.749993399,2006,3.2337016266,1.9749993399,34.720859927,6.674093833,3.4720859927,9.0683623788,2.2984089448,2.3155627325,0.9068362379,1,0.0046916197,0.0046885625,1,1,1,1,1,1,2,2,2,2,3,3,1,1,1,1,1,1,1,65.57,18.97,8.5,69380,50.78,87.54,86.54,84.17,24.8,9.4,"CA","Alameda",29.9,7.3,14.8,18.2,9.2,16,21.9,NA
"San Francisco-Oakland SMSA",6001,6001,17.35842205,2007,4.3324461452,1.735842205,32.636107615,5.3979410543,3.2636107615,7.9477836186,2.1619368573,2.2387726197,0.7947783619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65.57,18.97,8.5,69380,50.78,87.54,86.54,84.17,24.8,9.4,"CA","Alameda",29.9,7.3,14.8,18.2,9.2,16,21.9,NA
"San Francisco-Oakland SMSA",6001,6001,18.494965976,2008,4.5284953495,1.8494965976,34.71728057,6.7993771756,3.471728057,8.5115338523,3.6676742489,3.7254219975,0.8511533852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65.57,18.97,8.5,69380,50.78,87.54,86.54,84.17,24.8,9.4,"CA","Alameda",29.9,7.3,14.8,18.2,9.2,16,21.9,NA
"San Francisco-Oakland SMSA",6001,6001,17.745465696,2009,3.7282887131,1.7745465696,32.713258563,13.769206704,3.2713258563,7.7869984707,4.5613772296,4.6980751407,0.7786998471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66.11,19.44,9.21,70820,50.78,87.54,86.54,84.17,24.8,9.4,"CA","Alameda",29.9,7.3,14.8,18.2,9.2,16,21.9,NA
"San Francisco-Oakland SMSA",6001,6001,16.717561084,2010,3.9296573994,1.6717561084,31.811566492,9.0519360605,3.1811566492,6.8541754752,3.1930737487,3.3567954342,0.6854175475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66.73,19.88,9.91,71520,50.78,87.54,86.54,84.17,24.8,9.4,"CA","Alameda",29.9,7.3,14.8,18.2,9.2,16,21.9,NA
"San Francisco-Oakland SMSA",6001,6001,15.78047264,2011,3.8715391709,1.578047264,32.717630621,8.8144331334,3.2717630621,8.0955072384,4.0669285774,4.2383596458,0.8095507238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67.26,20.25,10.32,72110,50.78,87.54,86.54,84.17,24.8,9.4,"CA","Alameda",29.9,7.3,14.8,18.2,9.2,16,21.9,NA
"San Francisco-Oakland SMSA",6001,6001,14.343795584,2012,3.9855399262,1.4343795584,33.473232396,11.584187417,3.3473232396,6.747863259,5.2133682642,5.3147558262,0.6747863259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67.79,20.65,9.59,73780,50.78,87.54,86.54,84.17,24.8,9.4,"CA","Alameda",29.9,7.3,14.8,18.2,9.2,16,21.9,NA
"San Francisco-Oakland SMSA",6001,6001,15.779369955,2013,3.0298126954,1.5779369955,32.5944137,14.62773668,3.25944137,9.052694544,8.4901650728,8.7499751536,0.9052694544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68.47,20.19,8.26,75620,50.78,87.54,86.54,84.17,24.8,9.4,"CA","Alameda",29.9,7.3,14.8,18.2,9.2,16,21.9,NA
"San Francisco-Oakland SMSA",6001,6001,14.608828479,2014,2.5758473731,1.4608828479,34.718515354,13.471450325,3.4718515354,7.1024801326,4.8184137342,5.0862321113,0.7102480133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.3,19.17,7.11,79830,50.78,87.54,86.54,84.17,24.8,9.4,"CA","Alameda",29.9,7.3,14.8,18.2,9.2,16,21.9,NA
"San Francisco-Oakland SMSA",6001,6001,13.913880104,2015,3.3730530939,1.3913880104,35.502808006,13.727358563,3.5502808006,7.6183828072,5.7270851106,5.8122038453,0.7618382807,1,0.0047725795,0.0046885625,1,1,1,1,1,1,2,2,3,3,3,3,1,1,1,1,1,1,1,69.65,17.82,6.05,85740,50.78,87.54,86.54,84.17,24.8,9.4,"CA","Alameda",29.9,7.3,14.8,18.2,9.2,16,21.9,NA
"San Francisco-Oakland SMSA",6001,6001,10.510482712,2016,2.5645710201,1.0510482712,35.221669289,7.8772901799,3.5221669289,6.5191110157,3.5447939075,3.7007945848,0.6519111016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70.33,16.51,5.06,92570,50.78,87.54,86.54,84.17,24.8,9.4,"CA","Alameda",29.9,7.3,14.8,18.2,9.2,16,21.9,NA
"San Francisco-Oakland SMSA",6001,6001,10.510482712,2017,2.5645710201,1.0510482712,35.221669289,7.8772901799,3.5221669289,8.6618701697,5.9695792037,6.0615657519,0.866187017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70.88,15.33,4.61,99410,50.78,87.54,86.54,84.17,24.8,9.4,"CA","Alameda",29.9,7.3,14.8,18.2,9.2,16,21.9,NA
"San Francisco-Oakland SMSA",6001,6001,10.510482712,2018,2.5645710201,1.0510482712,35.221669289,7.8772901799,3.5221669289,9.7825315807,9.9248489522,10.034025397,0.9782531581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71.82,14.28,4.73,104890,50.78,87.54,86.54,84.17,24.8,9.4,"CA","Alameda",29.9,7.3,14.8,18.2,9.2,16,21.9,NA
"San Francisco-Oakland SMSA",6001,6001,10.510482712,2019,2.5645710201,1.0510482712,35.221669289,7.8772901799,3.5221669289,6.7286775687,5.5402720411,5.6579363181,0.6728677569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72.35,13.87,5.05,112020,50.78,87.54,86.54,84.17,24.8,9.4,"CA","Alameda",29.9,7.3,14.8,18.2,9.2,16,21.9,NA
"San Francisco-Oakland SMSA",6001,6001,10.510482712,2020,2.5645710201,1.0510482712,35.221669289,7.8772901799,3.5221669289,9.1472664559,9.3266715111,9.526943745,0.9147266456,1,0.0473042216,0.0100352851,1,1,1,1,1,1,2,2,3,3,4,4,1,1,1,1,1,1,1,72.35,13.87,5.05,112020,50.78,87.54,86.54,84.17,24.8,9.4,"CA","Alameda",29.9,7.3,14.8,18.2,9.2,16,21.9,NA
"San Francisco-Oakland SMSA",6001,6001,10.510482712,2021,2.5645710201,1.0510482712,35.221669289,7.8772901799,3.5221669289,7.0882521254,8.0955350229,8.1864647319,0.7088252125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72.35,13.87,5.05,112020,50.78,87.54,86.54,84.17,24.8,9.4,"CA","Alameda",29.9,7.3,14.8,18.2,9.2,16,21.9,NA
"California excluding SF/SJM/LA",6003,6003,15.839092168,2000,2.1467682912,1.5839092168,48.798890546,6.6988025983,4.8798890546,4.2405529645,0.8233581897,0.8356330044,0.4240552965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.36,30.14,8.05,41880,57.89,84.78,90.08,80.62,29.1,8.8,"CA","Alpine",32.2,7,18.4,16.9,13.1,20.3,26,NA
"California excluding SF/SJM/LA",6003,6003,20.000808565,2001,2.9385496483,2.0000808565,49.814738261,9.4915812978,4.9814738261,4.4671114781,1.0041039286,1.0047669973,0.4467111478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.36,30.14,8.05,41880,57.89,84.78,90.08,80.62,29.1,8.8,"CA","Alpine",32.2,7,18.4,16.9,13.1,20.3,26,NA
"California excluding SF/SJM/LA",6003,6003,18.111982267,2002,2.2690113341,1.8111982267,49.821750358,11.941643597,4.9821750358,5.2358632331,1.6882983337,1.7387413253,0.5235863233,2,2.02614e-05,1,2,2,2,2,3,3,1,1,1,1,1,1,2,2,3,3,4,4,0,62.36,30.14,8.05,41880,57.89,84.78,90.08,80.62,29.1,8.8,"CA","Alpine",32.2,7,18.4,16.9,13.1,20.3,26,NA
"California excluding SF/SJM/LA",6003,6003,12.434018337,2003,1.4104564829,1.2434018337,49.179524104,15.882258846,4.9179524104,4.6066295765,1.2862457792,1.3069408527,0.4606629577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.36,30.14,8.05,41880,57.89,84.78,90.08,80.62,29.1,8.8,"CA","Alpine",32.2,7,18.4,16.9,13.1,20.3,26,NA
"California excluding SF/SJM/LA",6003,6003,11.462194669,2004,1.7102447905,1.1462194669,49.166681055,11.365954736,4.9166681055,4.0253080655,1.0939863959,1.1175958046,0.4025308066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.36,30.14,8.05,41880,57.89,84.78,90.08,80.62,29.1,8.8,"CA","Alpine",32.2,7,18.4,16.9,13.1,20.3,26,NA
"California excluding SF/SJM/LA",6003,6003,8.9863965004,2005,1.4353743928,0.89863965,46.039689981,11.836544848,4.6039689981,4.6329437956,1.0951551233,1.1304805874,0.4632943796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.36,30.14,8.05,41880,57.89,84.78,90.08,80.62,29.1,8.8,"CA","Alpine",32.2,7,18.4,16.9,13.1,20.3,26,NA
"California excluding SF/SJM/LA",6003,6003,3.7988721262,2006,0.6219961053,0.3798872126,47.525995648,9.1355155121,4.7525995648,3.9704880028,1.006334414,1.0138450213,0.3970488003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.73,21.36,13.93,63480,57.89,84.78,90.08,80.62,29.1,8.8,"CA","Alpine",32.2,7,18.4,16.9,13.1,20.3,26,NA
"California excluding SF/SJM/LA",6003,6003,3.5508818789,2007,0.8862559318,0.3550881879,46.695944202,7.723407376,4.6695944202,2.910388916,0.7916769465,0.8198133379,0.2910388916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.73,21.36,13.93,63480,57.89,84.78,90.08,80.62,29.1,8.8,"CA","Alpine",32.2,7,18.4,16.9,13.1,20.3,26,NA
"California excluding SF/SJM/LA",6003,6003,9.357177516,2008,2.2911063973,0.9357177516,47.206684429,9.2454261214,4.7206684429,4.6594240738,2.0077755651,2.0393881105,0.4659424074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.73,21.36,13.93,63480,57.89,84.78,90.08,80.62,29.1,8.8,"CA","Alpine",32.2,7,18.4,16.9,13.1,20.3,26,NA
"California excluding SF/SJM/LA",6003,6003,4.2029625521,2009,0.8830344671,0.4202962552,46.110758496,19.408294767,4.6110758496,3.7915882884,2.2209924078,2.2875523539,0.3791588288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.06,25.47,8.95,59020,57.89,84.78,90.08,80.62,29.1,8.8,"CA","Alpine",32.2,7,18.4,16.9,13.1,20.3,26,NA
"California excluding SF/SJM/LA",6003,6003,2.058480256,2010,0.483869754,0.2058480256,45.573295015,12.967816365,4.5573295015,3.4939790932,1.6276987599,1.7111573974,0.3493979093,1,0.002541541,1,1,1,1,1,1,1,2,2,2,2,3,3,2,2,3,3,4,4,0,64.79,26.12,10.26,59930,57.89,84.78,90.08,80.62,29.1,8.8,"CA","Alpine",32.2,7,18.4,16.9,13.1,20.3,26,NA
"California excluding SF/SJM/LA",6003,6003,2.5949985404,2011,0.6366500375,0.259499854,44.975897876,12.116924023,4.4975897876,4.028190545,2.0236364147,2.1089376797,0.4028190545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.99,28.47,9.85,58640,57.89,84.78,90.08,80.62,29.1,8.8,"CA","Alpine",32.2,7,18.4,16.9,13.1,20.3,26,NA
"California excluding SF/SJM/LA",6003,6003,5.8130327248,2012,1.6151982842,0.5813032725,47.680838573,16.501058628,4.7680838573,3.0343443258,2.3443205358,2.3899119714,0.3034344326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.11,29.05,5.96,61340,57.89,84.78,90.08,80.62,29.1,8.8,"CA","Alpine",32.2,7,18.4,16.9,13.1,20.3,26,NA
"California excluding SF/SJM/LA",6003,6003,10.493875594,2013,2.0149396071,1.0493875594,46.299651929,20.778380094,4.6299651929,8.1709258844,7.6631890338,7.8976925735,0.8170925884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.9,33,10.72,52920,57.89,84.78,90.08,80.62,29.1,8.8,"CA","Alpine",32.2,7,18.4,16.9,13.1,20.3,26,NA
"California excluding SF/SJM/LA",6003,6003,5.8977001581,2014,1.0398900556,0.5897700158,47.409353825,18.395739233,4.7409353825,4.2211405353,2.8636759483,3.0228455604,0.4221140535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.61,30.26,11.75,62380,57.89,84.78,90.08,80.62,29.1,8.8,"CA","Alpine",32.2,7,18.4,16.9,13.1,20.3,26,NA
"California excluding SF/SJM/LA",6003,6003,11.712976758,2015,2.8395021517,1.1712976758,47.670310735,18.4319913,4.7670310735,3.5194773842,2.6457513405,2.6850737885,0.3519477384,1,0.0388643142,1,1,1,1,1,1,1,2,2,3,3,4,4,2,2,3,3,4,4,0,55.61,29.8,14.61,63440,57.89,84.78,90.08,80.62,29.1,8.8,"CA","Alpine",32.2,7,18.4,16.9,13.1,20.3,26,NA
"California excluding SF/SJM/LA",6003,6003,5.3733198501,2016,1.3110968113,0.537331985,47.126741139,10.539847278,4.7126741139,4.2047955478,2.2863751828,2.3869948764,0.4204795548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.2,32.02,17.75,64690,57.89,84.78,90.08,80.62,29.1,8.8,"CA","Alpine",32.2,7,18.4,16.9,13.1,20.3,26,NA
"California excluding SF/SJM/LA",6003,6003,5.3733198501,2017,1.3110968113,0.537331985,47.126741139,10.539847278,4.7126741139,4.2834889251,2.9520907039,2.9975801135,0.4283488925,2,0.0077103762,1,1,1,2,2,2,2,2,2,2,2,3,3,2,2,3,3,4,4,0,63.12,29.64,12.5,63750,57.89,84.78,90.08,80.62,29.1,8.8,"CA","Alpine",32.2,7,18.4,16.9,13.1,20.3,26,NA
"California excluding SF/SJM/LA",6003,6003,5.3733198501,2018,1.3110968113,0.537331985,47.126741139,10.539847278,4.7126741139,7.162116031,7.2663113019,7.3462430002,0.7162116031,1,0.0267861204,1,1,1,1,1,1,1,2,2,3,3,4,4,2,2,3,3,4,4,0,66.63,19.59,9.98,85750,57.89,84.78,90.08,80.62,29.1,8.8,"CA","Alpine",32.2,7,18.4,16.9,13.1,20.3,26,NA
"California excluding SF/SJM/LA",6003,6003,5.3733198501,2019,1.3110968113,0.537331985,47.126741139,10.539847278,4.7126741139,3.1823685303,2.6203049876,2.6759550151,0.318236853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.01,18.23,9.22,96000,57.89,84.78,90.08,80.62,29.1,8.8,"CA","Alpine",32.2,7,18.4,16.9,13.1,20.3,26,NA
"California excluding SF/SJM/LA",6003,6003,5.3733198501,2020,1.3110968113,0.537331985,47.126741139,10.539847278,4.7126741139,8.1702625685,8.3305056766,8.5093871756,0.8170262569,1,0.0266095652,1,1,1,1,1,1,1,2,2,3,2,3,3,2,2,3,3,4,4,0,68.01,18.23,9.22,96000,57.89,84.78,90.08,80.62,29.1,8.8,"CA","Alpine",32.2,7,18.4,16.9,13.1,20.3,26,NA
"California excluding SF/SJM/LA",6003,6003,5.3733198501,2021,1.3110968113,0.537331985,47.126741139,10.539847278,4.7126741139,7.6858895967,8.7781003428,8.8766966811,0.7685889597,4,0.121880694,1,2,2,3,3,4,4,2,2,3,3,4,4,2,2,3,3,4,4,0,68.01,18.23,9.22,96000,57.89,84.78,90.08,80.62,29.1,8.8,"CA","Alpine",32.2,7,18.4,16.9,13.1,20.3,26,NA
"California excluding SF/SJM/LA",6005,6005,14.0465769,2000,1.9038178179,1.40465769,46.23901647,6.3473992996,4.623901647,7.8997599274,1.5338405362,1.5567073864,0.7899759927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.75,16.48,4.36,42280,53.44,89.5,85.38,85.34,29.6,8.7,"CA","Amador",33.8,8.6,19,18.2,13.3,19.8,26.2,NA
"California excluding SF/SJM/LA",6005,6005,18.735064065,2001,2.7525845138,1.8735064065,46.329878231,8.8275843875,4.6329878231,8.5052970595,1.9117951799,1.9130576502,0.850529706,1,0.005912261,0.1035940248,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,0,53.75,16.48,4.36,42280,53.44,89.5,85.38,85.34,29.6,8.7,"CA","Amador",33.8,8.6,19,18.2,13.3,19.8,26.2,NA
"California excluding SF/SJM/LA",6005,6005,15.405310515,2002,1.9299281354,1.5405310515,46.716578301,11.197373118,4.6716578301,10.272595554,3.3123871239,3.4113546539,1.0272595554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.75,16.48,4.36,42280,53.44,89.5,85.38,85.34,29.6,8.7,"CA","Amador",33.8,8.6,19,18.2,13.3,19.8,26.2,NA
"California excluding SF/SJM/LA",6005,6005,13.998585072,2003,1.5879335651,1.3998585072,46.092923685,14.88545809,4.6092923685,8.1250013926,2.2686323209,2.3051335194,0.8125001393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.75,16.48,4.36,42280,53.44,89.5,85.38,85.34,29.6,8.7,"CA","Amador",33.8,8.6,19,18.2,13.3,19.8,26.2,NA
"California excluding SF/SJM/LA",6005,6005,11.605446092,2004,1.7316189695,1.1605446092,45.452887878,10.507430137,4.5452887878,8.3603647866,2.2721553711,2.3211909396,0.8360364787,1,0.0444866296,0.0490142028,1,1,1,1,1,1,2,2,3,3,4,4,1,1,2,2,2,2,0,53.75,16.48,4.36,42280,53.44,89.5,85.38,85.34,29.6,8.7,"CA","Amador",33.8,8.6,19,18.2,13.3,19.8,26.2,NA
"California excluding SF/SJM/LA",6005,6005,11.268858598,2005,1.7999462929,1.1268858598,43.472002657,11.176406907,4.3472002657,8.5316535992,2.0167488667,2.0818013767,0.8531653599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.75,16.48,4.36,42280,53.44,89.5,85.38,85.34,29.6,8.7,"CA","Amador",33.8,8.6,19,18.2,13.3,19.8,26.2,NA
"California excluding SF/SJM/LA",6005,6005,10.423905716,2006,1.706724665,1.0423905716,44.798618395,8.6112551181,4.4798618395,7.7116220049,1.9545382347,1.9691256013,0.7711622005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.95,16.15,11.41,54760,53.44,89.5,85.38,85.34,29.6,8.7,"CA","Amador",33.8,8.6,19,18.2,13.3,19.8,26.2,NA
"California excluding SF/SJM/LA",6005,6005,9.9047688722,2007,2.4721070611,0.9904768872,43.340594409,7.1684398347,4.3340594409,7.1923017718,1.9564325144,2.0259646024,0.7192301772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.95,16.15,11.41,54760,53.44,89.5,85.38,85.34,29.6,8.7,"CA","Amador",33.8,8.6,19,18.2,13.3,19.8,26.2,NA
"California excluding SF/SJM/LA",6005,6005,11.153319919,2008,2.7308921492,1.1153319919,47.282567341,9.2602877847,4.7282567341,8.942158983,3.8532333655,3.9139027535,0.8942158983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.95,16.15,11.41,54760,53.44,89.5,85.38,85.34,29.6,8.7,"CA","Amador",33.8,8.6,19,18.2,13.3,19.8,26.2,NA
"California excluding SF/SJM/LA",6005,6005,9.554513847,2009,2.0073852524,0.9554513847,43.525927901,18.32032407,4.3525927901,6.5820620118,3.8555635907,3.9711092828,0.6582062012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.92,18.37,15.22,56180,53.44,89.5,85.38,85.34,29.6,8.7,"CA","Amador",33.8,8.6,19,18.2,13.3,19.8,26.2,NA
"California excluding SF/SJM/LA",6005,6005,7.0438190835,2010,1.6557316969,0.7043819083,41.661262296,11.854653011,4.1661262296,5.9732049368,2.7826664124,2.9253448692,0.5973204937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.59,19.53,17.3,53460,53.44,89.5,85.38,85.34,29.6,8.7,"CA","Amador",33.8,8.6,19,18.2,13.3,19.8,26.2,NA
"California excluding SF/SJM/LA",6005,6005,8.2444536931,2011,2.0226723333,0.8244453693,42.300381751,11.396115164,4.2300381751,7.2845545259,3.6595314046,3.8137896775,0.7284554526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.93,20.58,16.8,53680,53.44,89.5,85.38,85.34,29.6,8.7,"CA","Amador",33.8,8.6,19,18.2,13.3,19.8,26.2,NA
"California excluding SF/SJM/LA",6005,6005,7.2050286624,2012,2.0019756441,0.7205028662,44.503326484,15.401406969,4.4503326484,5.807306261,4.4866982331,4.5739537985,0.5807306261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.83,20.54,15.88,52960,53.44,89.5,85.38,85.34,29.6,8.7,"CA","Amador",33.8,8.6,19,18.2,13.3,19.8,26.2,NA
"California excluding SF/SJM/LA",6005,6005,9.196298342,2013,1.7657904939,0.9196298342,42.922931827,19.26297402,4.2922931827,8.3351626923,7.8172202566,8.0564373518,0.8335162692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.34,19.34,14.01,54170,53.44,89.5,85.38,85.34,29.6,8.7,"CA","Amador",33.8,8.6,19,18.2,13.3,19.8,26.2,NA
"California excluding SF/SJM/LA",6005,6005,8.5125322004,2014,1.5009405948,0.85125322,44.823272348,17.392289984,4.4823272348,6.8201661032,4.6268882711,4.884061228,0.6820166103,1,0.0010345227,0.1226536452,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,3,3,0,61.58,19.69,11.56,57030,53.44,89.5,85.38,85.34,29.6,8.7,"CA","Amador",33.8,8.6,19,18.2,13.3,19.8,26.2,NA
"California excluding SF/SJM/LA",6005,6005,8.0169234434,2015,1.943491551,0.8016923443,44.7703571,17.310708067,4.47703571,7.8906334548,5.9317483141,6.0199088532,0.7890633455,1,0.0095311889,0.2030663411,1,1,1,1,1,1,2,2,3,3,3,4,2,2,3,3,3,3,0,62.66,18.68,9.25,60640,53.44,89.5,85.38,85.34,29.6,8.7,"CA","Amador",33.8,8.6,19,18.2,13.3,19.8,26.2,NA
"California excluding SF/SJM/LA",6005,6005,5.9375036681,2016,1.4487583735,0.5937503668,43.269033264,9.6770748718,4.3269033264,6.4531290161,3.508915919,3.6633376637,0.6453129016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.64,18.61,8.63,61200,53.44,89.5,85.38,85.34,29.6,8.7,"CA","Amador",33.8,8.6,19,18.2,13.3,19.8,26.2,NA
"California excluding SF/SJM/LA",6005,6005,5.9375036681,2017,1.4487583735,0.5937503668,43.269033264,9.6770748718,4.3269033264,7.2272724521,4.9808845531,5.0576360897,0.7227272452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.55,17.93,6.88,62770,53.44,89.5,85.38,85.34,29.6,8.7,"CA","Amador",33.8,8.6,19,18.2,13.3,19.8,26.2,NA
"California excluding SF/SJM/LA",6005,6005,5.9375036681,2018,1.4487583735,0.5937503668,43.269033264,9.6770748718,4.3269033264,8.8791382484,9.008312952,9.1074072135,0.8879138248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.23,15.29,5.64,65190,53.44,89.5,85.38,85.34,29.6,8.7,"CA","Amador",33.8,8.6,19,18.2,13.3,19.8,26.2,NA
